Delivery Date,Delivery Hour,Delivery Interval,Repeated Hour Flag,Settlement Point Name,Settlement Point Type,Settlement Point Price
07/06/2025,20,2,N,LZ_HOUSTON,LZ,40.73
07/06/2025,20,3,N,LZ_HOUSTON,LZ,47.88
07/06/2025,20,4,N,LZ_HOUSTON,LZ,52.14
07/06/2025,21,1,N,LZ_HOUSTON,LZ,52.83
07/06/2025,21,2,N,LZ_HOUSTON,LZ,67.45
07/06/2025,21,3,N,LZ_HOUSTON,LZ,72.91
07/06/2025,21,4,N,LZ_HOUSTON,LZ,68.19
07/06/2025,22,1,N,LZ_HOUSTON,LZ,82.87
07/06/2025,22,2,N,LZ_HOUSTON,LZ,81.86
07/06/2025,22,3,N,LZ_HOUSTON,LZ,75.17
07/06/2025,22,4,N,LZ_HOUSTON,LZ,75
07/06/2025,23,1,N,LZ_HOUSTON,LZ,75.03
07/06/2025,23,2,N,LZ_HOUSTON,LZ,67.79
07/06/2025,23,3,N,LZ_HOUSTON,LZ,45.34
07/06/2025,23,4,N,LZ_HOUSTON,LZ,36.40
07/06/2025,24,1,N,LZ_HOUSTON,LZ,33.84
07/06/2025,24,2,N,LZ_HOUSTON,LZ,31.59
07/06/2025,24,3,N,LZ_HOUSTON,LZ,29.61
07/06/2025,24,4,N,LZ_HOUSTON,LZ,28.97
